orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
2330,2024-01-05,2024-01-05,On Hold,260,258.87,Credit Card
2331,2024-05-29,2024-05-29,Shipped,205,2242.28,Credit Card
2332,2024-02-07,2024-02-07,On Hold,110,4345.25,Cash
2333,2024-02-10,2024-02-10,Cancelled,822,8589.74,Credit Card
2334,2024-07-07,2024-07-07,On Hold,988,7418.52,Bank Transfer
2335,2024-07-03,2024-07-03,Shipped,52,3647.27,Bank Transfer
2336,2024-03-14,2024-03-14,Processing,910,8844.06,Credit Card
2337,2024-09-30,2024-09-30,On Hold,821,7396.22,Bank Transfer
2338,2024-08-23,2024-08-23,Shipped,460,9263.74,Cash
2339,2024-11-23,2024-11-23,Shipped,797,4862.32,Credit Card
2340,2024-02-12,2024-02-12,Processing,917,5072.26,Bank Transfer
2341,2024-10-22,2024-10-22,Cancelled,167,9767.29,Bank Transfer
2342,2024-02-26,2024-02-26,On Hold,159,7326.73,Bank Transfer
2343,2024-08-17,2024-08-17,On Hold,70,9609.42,Cash
2344,2024-02-03,2024-02-03,On Hold,709,8150.83,Cash
2345,2024-02-02,2024-02-02,Processing,991,3269.57,PayPal
2346,2024-05-12,2024-05-12,On Hold,327,7544.79,Cash
2347,2024-02-22,2024-02-22,On Hold,411,2808.53,PayPal
2348,2024-06-11,2024-06-11,Processing,226,6838.56,Cash
2349,2024-04-22,2024-04-22,Processing,376,8679.71,Cash
2350,2024-09-26,2024-09-26,Shipped,791,5771.86,Bank Transfer
2351,2024-09-28,2024-09-28,Processing,691,2807.46,Credit Card
2352,2024-11-01,2024-11-01,Cancelled,504,7413.25,Cash
2353,2024-04-08,2024-04-08,On Hold,887,9155.35,Credit Card
2354,2024-03-09,2024-03-09,Processing,516,1790.2,Cash
2355,2024-01-10,2024-01-10,Shipped,366,9293.36,Cash
2356,2024-02-19,2024-02-19,Shipped,854,5326.3,Credit Card
2357,2024-11-11,2024-11-11,On Hold,484,1049.64,PayPal
2358,2024-07-24,2024-07-24,Cancelled,975,2667.09,PayPal
2359,2024-01-30,2024-01-30,Cancelled,890,9260.73,Cash
2360,2024-07-27,2024-07-27,Processing,211,8005.65,Cash
2361,2024-04-05,2024-04-05,Cancelled,319,7206.2,Cash
2362,2024-03-19,2024-03-19,Processing,360,3068.53,Cash
2363,2024-10-26,2024-10-26,Shipped,144,3729.08,Cash
2364,2024-10-02,2024-10-02,On Hold,145,1306.69,Cash
2365,2024-02-26,2024-02-26,On Hold,658,9893.39,PayPal
2366,2024-08-13,2024-08-13,Processing,755,4983.28,Cash
2367,2024-08-23,2024-08-23,Cancelled,371,7087.44,PayPal
2368,2024-02-28,2024-02-28,Cancelled,871,8776.89,PayPal
2369,2024-08-10,2024-08-10,Processing,581,6101.26,Credit Card
2370,2024-03-05,2024-03-05,Processing,807,5577.35,Cash
2371,2024-06-11,2024-06-11,Shipped,122,7109.77,Bank Transfer
2372,2024-03-08,2024-03-08,Shipped,850,2395.22,Credit Card
2373,2024-09-25,2024-09-25,Shipped,782,6991.42,Credit Card
2374,2024-02-08,2024-02-08,Cancelled,878,1782.67,PayPal
2375,2024-08-15,2024-08-15,Processing,839,4296.13,Credit Card
2376,2024-05-08,2024-05-08,Cancelled,204,370.66,PayPal
2377,2024-07-11,2024-07-11,Processing,840,982.7,Cash
2378,2024-09-07,2024-09-07,On Hold,217,2713.34,Bank Transfer
2379,2024-11-26,2024-11-26,Cancelled,189,2539.02,Cash
2380,2024-05-04,2024-05-04,Processing,143,5951.05,PayPal
2381,2024-02-10,2024-02-10,Cancelled,823,5154.57,Bank Transfer
2382,2024-01-11,2024-01-11,Processing,39,9846.22,Cash
2383,2024-04-12,2024-04-12,Shipped,705,5836.47,Credit Card
2384,2024-10-16,2024-10-16,On Hold,729,3539.28,Bank Transfer
2385,2024-02-09,2024-02-09,Processing,353,5168.96,Credit Card
2386,2024-11-08,2024-11-08,Processing,512,4768.81,PayPal
2387,2024-10-26,2024-10-26,Processing,30,6478.94,Bank Transfer
2388,2024-07-16,2024-07-16,Processing,755,9867.45,Credit Card
2389,2024-10-21,2024-10-21,On Hold,77,3924.81,Cash
2390,2024-01-31,2024-01-31,Cancelled,771,3795.16,Bank Transfer
2391,2024-02-04,2024-02-04,On Hold,268,9441.75,Bank Transfer
2392,2024-01-17,2024-01-17,On Hold,850,7111.58,PayPal
2393,2024-09-19,2024-09-19,Cancelled,977,4607.87,Bank Transfer
2394,2024-09-13,2024-09-13,Shipped,372,9985.54,Credit Card
2395,2024-04-06,2024-04-06,Cancelled,888,5601.46,Cash
2396,2024-09-28,2024-09-28,Shipped,981,2156.46,PayPal
2397,2024-02-13,2024-02-13,Cancelled,891,2343.8,Bank Transfer
2398,2024-04-18,2024-04-18,Cancelled,580,7063.69,Cash
2399,2024-02-25,2024-02-25,Processing,392,5494.16,Bank Transfer
2400,2024-09-12,2024-09-12,Shipped,857,6896.65,PayPal
2401,2024-05-29,2024-05-29,Shipped,782,3436.24,Cash
2402,2024-06-21,2024-06-21,Processing,942,968.95,PayPal
2403,2024-10-16,2024-10-16,Processing,608,5166.46,Bank Transfer
2404,2024-03-04,2024-03-04,Shipped,66,7367.42,Credit Card
2405,2024-10-27,2024-10-27,On Hold,846,9578.38,Cash
2406,2024-10-05,2024-10-05,Shipped,25,4846.8,Bank Transfer
2407,2024-02-11,2024-02-11,Cancelled,33,9806.26,Cash
2408,2024-07-20,2024-07-20,Shipped,275,8823.0,PayPal
2409,2024-04-21,2024-04-21,Shipped,349,2259.44,Bank Transfer
2410,2024-05-29,2024-05-29,Processing,396,3450.1,Cash
2411,2024-03-20,2024-03-20,On Hold,586,5587.79,Credit Card
2412,2024-09-16,2024-09-16,Shipped,90,2150.95,PayPal
2413,2024-09-03,2024-09-03,On Hold,630,5168.21,PayPal
2414,2024-02-14,2024-02-14,Processing,615,2648.19,Bank Transfer
2415,2024-05-29,2024-05-29,On Hold,727,3925.28,Bank Transfer
2416,2024-10-10,2024-10-10,On Hold,172,8985.14,Cash
2417,2024-01-25,2024-01-25,Shipped,707,3590.16,PayPal
2418,2024-01-31,2024-01-31,On Hold,845,797.13,Credit Card
2419,2024-10-18,2024-10-18,On Hold,726,6927.78,Credit Card
2420,2024-06-02,2024-06-02,Processing,401,8301.39,Bank Transfer
2421,2024-09-03,2024-09-03,Processing,543,5840.18,Credit Card
2422,2024-02-18,2024-02-18,Cancelled,60,3202.17,Cash
2423,2024-02-06,2024-02-06,Cancelled,46,6392.73,Bank Transfer
2424,2024-03-23,2024-03-23,On Hold,864,4254.9,PayPal
2425,2024-02-23,2024-02-23,Cancelled,885,2559.05,PayPal
2426,2024-08-05,2024-08-05,On Hold,370,9023.63,Cash
2427,2024-07-05,2024-07-05,Cancelled,503,4541.18,Cash
2428,2024-06-04,2024-06-04,Processing,918,5740.2,Credit Card
2429,2024-08-22,2024-08-22,Shipped,236,8150.59,PayPal
2430,2024-01-16,2024-01-16,Shipped,297,4627.65,Bank Transfer
2431,2024-01-09,2024-01-09,Shipped,346,3477.8,Bank Transfer
2432,2024-02-29,2024-02-29,Processing,57,2424.96,Bank Transfer
2433,2024-08-22,2024-08-22,Processing,602,7174.64,Credit Card
2434,2024-06-26,2024-06-26,Processing,470,7824.31,Credit Card
2435,2024-08-02,2024-08-02,Processing,512,1720.37,Cash
2436,2024-03-30,2024-03-30,Shipped,343,248.52,Credit Card
2437,2024-11-24,2024-11-24,Processing,189,9487.92,Credit Card
2438,2024-03-22,2024-03-22,On Hold,942,8651.11,Bank Transfer
2439,2024-05-16,2024-05-16,Cancelled,92,6385.86,Cash
2440,2024-01-19,2024-01-19,Cancelled,554,207.66,Bank Transfer
2441,2024-03-19,2024-03-19,Shipped,144,708.88,PayPal
2442,2024-05-25,2024-05-25,Shipped,764,7400.65,Cash
2443,2024-09-08,2024-09-08,Processing,811,6271.96,PayPal
2444,2024-09-19,2024-09-19,Processing,184,1629.21,Cash
2445,2024-04-09,2024-04-09,Shipped,306,9226.61,Credit Card
2446,2024-02-22,2024-02-22,Processing,903,4603.55,Bank Transfer
2447,2024-02-04,2024-02-04,Cancelled,181,7675.69,PayPal
2448,2024-04-20,2024-04-20,Shipped,27,7898.82,Cash
2449,2024-01-22,2024-01-22,Cancelled,237,3785.13,Credit Card
2450,2024-10-06,2024-10-06,Cancelled,217,5673.48,Credit Card
2451,2024-10-15,2024-10-15,Shipped,349,4115.04,PayPal
2452,2024-07-24,2024-07-24,Shipped,922,9622.2,Cash
2453,2024-03-13,2024-03-13,On Hold,875,1355.27,Cash
2454,2024-08-24,2024-08-24,Cancelled,329,2522.38,Bank Transfer
2455,2024-06-03,2024-06-03,Shipped,313,387.15,Cash
2456,2024-01-25,2024-01-25,Shipped,756,7709.47,Bank Transfer
2457,2024-09-04,2024-09-04,Shipped,180,1115.86,PayPal
2458,2024-04-05,2024-04-05,Cancelled,898,7235.41,Cash
2459,2024-05-25,2024-05-25,Processing,94,1820.89,Credit Card
2460,2024-03-28,2024-03-28,Processing,460,1638.58,PayPal
2461,2024-03-04,2024-03-04,Cancelled,327,2594.43,Bank Transfer
2462,2024-05-27,2024-05-27,Shipped,908,6765.95,Cash
2463,2024-06-12,2024-06-12,Shipped,908,2019.71,Cash
2464,2024-09-01,2024-09-01,Cancelled,55,7218.05,Cash
2465,2024-06-27,2024-06-27,Shipped,611,3305.97,Credit Card
2466,2024-05-18,2024-05-18,Shipped,796,9738.75,PayPal
2467,2024-10-29,2024-10-29,On Hold,733,332.35,Cash
2468,2024-05-28,2024-05-28,Shipped,725,1018.9,Cash
2469,2024-02-24,2024-02-24,Shipped,266,8058.36,Bank Transfer
2470,2024-04-28,2024-04-28,Processing,898,8005.86,Bank Transfer
2471,2024-10-07,2024-10-07,Processing,456,1756.82,Cash
2472,2024-11-19,2024-11-19,Cancelled,602,3028.84,Cash
2473,2024-05-15,2024-05-15,Cancelled,818,7533.74,Bank Transfer
2474,2024-03-01,2024-03-01,Processing,976,493.32,PayPal
2475,2024-06-24,2024-06-24,On Hold,880,2543.38,PayPal
2476,2024-04-16,2024-04-16,Shipped,969,1199.53,Bank Transfer
2477,2024-10-03,2024-10-03,Shipped,182,6842.41,PayPal
2478,2024-05-10,2024-05-10,Shipped,214,9537.56,PayPal
2479,2024-02-01,2024-02-01,Processing,503,5159.61,Bank Transfer
2480,2024-08-08,2024-08-08,On Hold,202,7263.73,Credit Card
2481,2024-05-26,2024-05-26,Shipped,703,663.58,Cash
2482,2024-04-17,2024-04-17,Processing,957,6660.69,PayPal
2483,2024-05-18,2024-05-18,Shipped,535,3719.36,PayPal
2484,2024-05-13,2024-05-13,Cancelled,951,7883.96,Credit Card
2485,2024-07-12,2024-07-12,On Hold,791,3699.77,Bank Transfer
2486,2024-01-27,2024-01-27,Processing,440,7164.87,Cash
2487,2024-03-01,2024-03-01,On Hold,919,2482.64,PayPal
2488,2024-05-08,2024-05-08,Processing,596,2678.71,Bank Transfer
2489,2024-02-20,2024-02-20,Shipped,168,3114.19,Bank Transfer
2490,2024-07-03,2024-07-03,Shipped,657,9557.52,Credit Card
2491,2024-03-25,2024-03-25,Shipped,266,6994.83,Bank Transfer
2492,2024-05-20,2024-05-20,Processing,852,932.81,PayPal
2493,2024-06-26,2024-06-26,Cancelled,135,273.05,Cash
2494,2024-03-13,2024-03-13,Shipped,941,9099.85,PayPal
2495,2024-11-18,2024-11-18,Processing,573,5500.46,Bank Transfer
2496,2024-05-16,2024-05-16,On Hold,293,8097.82,PayPal
2497,2024-08-07,2024-08-07,Cancelled,399,8964.23,Cash
2498,2024-11-19,2024-11-19,Shipped,944,6355.8,Cash
2499,2024-09-28,2024-09-28,Shipped,629,8818.71,Bank Transfer
2500,2024-06-01,2024-06-01,Cancelled,320,3752.0,Credit Card
2501,2024-08-16,2024-08-16,Processing,514,5484.29,Bank Transfer
2502,2024-11-19,2024-11-19,On Hold,248,6004.04,Cash
2503,2024-01-07,2024-01-07,Cancelled,633,4125.59,Cash
2504,2024-05-20,2024-05-20,Processing,384,3304.82,PayPal
2505,2024-10-27,2024-10-27,Processing,441,5153.94,Credit Card
2506,2024-07-17,2024-07-17,Shipped,476,3607.76,PayPal
2507,2024-01-11,2024-01-11,Cancelled,947,5879.73,PayPal
2508,2024-01-04,2024-01-04,Shipped,105,1408.63,PayPal
2509,2024-08-17,2024-08-17,On Hold,527,6658.27,Credit Card
2510,2024-07-08,2024-07-08,Processing,960,7933.07,PayPal
2511,2024-01-15,2024-01-15,Cancelled,634,8012.86,Bank Transfer
2512,2024-05-17,2024-05-17,Cancelled,702,3937.83,Bank Transfer
2513,2024-09-09,2024-09-09,Shipped,772,7631.55,Credit Card
2514,2024-02-04,2024-02-04,Processing,113,1647.37,PayPal
2515,2024-01-22,2024-01-22,Cancelled,214,5903.33,Bank Transfer
2516,2024-05-13,2024-05-13,Cancelled,789,2665.18,PayPal
2517,2024-04-12,2024-04-12,Shipped,356,9663.69,Credit Card
2518,2024-08-28,2024-08-28,On Hold,410,215.9,Cash
2519,2024-02-06,2024-02-06,Processing,762,1528.01,PayPal
2520,2024-05-13,2024-05-13,Processing,841,7728.15,Cash
2521,2024-07-23,2024-07-23,Processing,852,2660.7,PayPal
2522,2024-10-21,2024-10-21,Processing,957,1464.88,PayPal
2523,2024-01-04,2024-01-04,Processing,664,9538.75,Credit Card
2524,2024-06-22,2024-06-22,Shipped,17,8475.7,PayPal
2525,2024-07-02,2024-07-02,Shipped,42,6599.15,PayPal
2526,2024-04-30,2024-04-30,Cancelled,849,1362.67,PayPal
2527,2024-03-09,2024-03-09,Shipped,420,4624.43,Credit Card
2528,2024-06-03,2024-06-03,Cancelled,222,4784.69,Bank Transfer
2529,2024-08-01,2024-08-01,Shipped,399,7917.0,Bank Transfer
2530,2024-09-23,2024-09-23,Shipped,900,4226.95,Credit Card
2531,2024-01-18,2024-01-18,Cancelled,548,307.57,PayPal
2532,2024-01-04,2024-01-04,Processing,511,1867.28,PayPal
2533,2024-02-06,2024-02-06,Processing,595,2090.09,PayPal
2534,2024-02-20,2024-02-20,Processing,315,9011.93,Cash
2535,2024-09-05,2024-09-05,Shipped,862,520.84,Bank Transfer
2536,2024-10-16,2024-10-16,Cancelled,383,7244.92,Cash
2537,2024-04-04,2024-04-04,On Hold,509,1543.27,Cash
2538,2024-09-26,2024-09-26,On Hold,895,1405.47,Cash
2539,2024-02-09,2024-02-09,Cancelled,69,6268.28,Credit Card
2540,2024-01-25,2024-01-25,Cancelled,964,2767.89,Credit Card
2541,2024-08-16,2024-08-16,Cancelled,184,8830.91,Bank Transfer
2542,2024-02-15,2024-02-15,Shipped,29,2855.72,Cash
2543,2024-04-17,2024-04-17,Processing,485,3714.84,PayPal
2544,2024-07-07,2024-07-07,Shipped,76,8638.75,Cash
2545,2024-07-31,2024-07-31,Cancelled,655,9268.78,PayPal
2546,2024-01-14,2024-01-14,Cancelled,861,3455.53,Bank Transfer
2547,2024-02-09,2024-02-09,Shipped,864,2351.96,PayPal
2548,2024-08-27,2024-08-27,On Hold,703,7310.56,PayPal
2549,2024-09-08,2024-09-08,Cancelled,900,4483.71,Credit Card
2550,2024-04-03,2024-04-03,On Hold,604,3513.74,Bank Transfer
2551,2024-07-30,2024-07-30,On Hold,176,8897.61,Credit Card
2552,2024-01-05,2024-01-05,Cancelled,389,6429.17,Credit Card
2553,2024-05-25,2024-05-25,On Hold,765,5755.98,Cash
2554,2024-09-24,2024-09-24,Cancelled,342,5207.08,Bank Transfer
2555,2024-01-30,2024-01-30,Cancelled,346,3331.56,Cash
2556,2024-01-06,2024-01-06,Shipped,749,3798.83,Cash
2557,2024-09-05,2024-09-05,Processing,900,3644.11,Credit Card
2558,2024-11-14,2024-11-14,Shipped,158,2720.81,Bank Transfer
2559,2024-10-24,2024-10-24,Shipped,307,5905.77,Credit Card
2560,2024-02-02,2024-02-02,Processing,387,9179.14,PayPal
2561,2024-08-26,2024-08-26,Cancelled,404,4411.35,Bank Transfer
2562,2024-06-05,2024-06-05,Cancelled,589,1286.36,Cash
2563,2024-06-03,2024-06-03,Shipped,99,5733.37,PayPal
2564,2024-09-10,2024-09-10,On Hold,758,7211.38,Cash
2565,2024-09-23,2024-09-23,Cancelled,478,949.99,Cash
2566,2024-05-21,2024-05-21,On Hold,836,9963.38,Cash
2567,2024-10-23,2024-10-23,Processing,310,600.06,Credit Card
2568,2024-02-23,2024-02-23,Cancelled,816,6966.61,Credit Card
2569,2024-02-24,2024-02-24,On Hold,61,3923.82,Bank Transfer
2570,2024-03-14,2024-03-14,On Hold,638,7651.82,Credit Card
2571,2024-04-11,2024-04-11,Cancelled,487,4156.91,Credit Card
2572,2024-05-19,2024-05-19,On Hold,120,601.93,Credit Card
2573,2024-09-04,2024-09-04,Processing,503,1284.48,Cash
2574,2024-08-23,2024-08-23,Shipped,545,5492.51,Cash
2575,2024-02-10,2024-02-10,Processing,858,4112.11,Cash
2576,2024-06-02,2024-06-02,On Hold,951,382.33,PayPal
2577,2024-09-25,2024-09-25,On Hold,231,7759.88,Bank Transfer
2578,2024-09-29,2024-09-29,Shipped,761,3956.11,Credit Card
2579,2024-04-12,2024-04-12,On Hold,481,9647.07,Credit Card
2580,2024-08-31,2024-08-31,Cancelled,401,3327.67,Cash
2581,2024-10-21,2024-10-21,Processing,634,2131.21,Credit Card
2582,2024-01-29,2024-01-29,On Hold,697,2128.18,Credit Card
2583,2024-08-28,2024-08-28,Processing,331,4495.76,PayPal
2584,2024-08-01,2024-08-01,Shipped,285,9130.51,Credit Card
2585,2024-06-07,2024-06-07,Processing,832,1630.34,Cash
2586,2024-07-25,2024-07-25,Cancelled,181,6994.36,PayPal
2587,2024-11-20,2024-11-20,Processing,921,6037.28,Credit Card
2588,2024-11-18,2024-11-18,Cancelled,8,8990.96,Credit Card
2589,2024-01-20,2024-01-20,Processing,565,8223.98,Cash
2590,2024-05-30,2024-05-30,Shipped,385,8822.99,Cash
2591,2024-05-03,2024-05-03,Shipped,183,1316.92,Bank Transfer
2592,2024-07-08,2024-07-08,Cancelled,92,7025.59,Cash
2593,2024-04-18,2024-04-18,Cancelled,412,440.96,Credit Card
2594,2024-06-15,2024-06-15,Cancelled,67,9739.58,Cash
2595,2024-10-24,2024-10-24,Processing,412,1724.43,PayPal
2596,2024-10-27,2024-10-27,Processing,825,1112.64,Bank Transfer
2597,2024-08-12,2024-08-12,On Hold,157,2140.41,Bank Transfer
2598,2024-04-15,2024-04-15,Processing,664,3320.47,Bank Transfer
2599,2024-07-26,2024-07-26,Processing,891,2378.23,Cash
2600,2024-09-19,2024-09-19,Cancelled,201,8773.91,PayPal
2601,2024-05-26,2024-05-26,Processing,958,4398.68,Bank Transfer
2602,2024-04-05,2024-04-05,Processing,257,5453.73,Bank Transfer
2603,2024-10-08,2024-10-08,Processing,435,3723.28,PayPal
2604,2024-05-18,2024-05-18,Shipped,234,8207.51,Bank Transfer
2605,2024-01-19,2024-01-19,Cancelled,110,2911.15,Credit Card
2606,2024-09-28,2024-09-28,On Hold,896,4769.4,Cash
2607,2024-03-14,2024-03-14,Cancelled,633,8918.45,Bank Transfer
2608,2024-07-11,2024-07-11,Cancelled,946,6457.67,Credit Card
2609,2024-10-20,2024-10-20,On Hold,752,8438.47,Credit Card
2610,2024-08-31,2024-08-31,Processing,39,9186.37,Cash
2611,2024-06-30,2024-06-30,Shipped,676,5353.28,PayPal
2612,2024-04-29,2024-04-29,Shipped,518,585.1,PayPal
2613,2024-07-27,2024-07-27,Shipped,710,4261.85,Cash
2614,2024-06-21,2024-06-21,On Hold,99,7403.46,Bank Transfer
2615,2024-02-25,2024-02-25,On Hold,278,8413.92,Cash
2616,2024-11-24,2024-11-24,Processing,585,7368.56,Cash
2617,2024-01-14,2024-01-14,Processing,381,5697.1,Bank Transfer
2618,2024-02-03,2024-02-03,On Hold,406,6090.24,Bank Transfer
2619,2024-09-08,2024-09-08,Shipped,391,5387.2,Bank Transfer
2620,2024-07-19,2024-07-19,On Hold,514,3749.77,PayPal
2621,2024-06-05,2024-06-05,Cancelled,168,8295.98,Cash
2622,2024-01-13,2024-01-13,Processing,157,3458.07,Credit Card
2623,2024-06-14,2024-06-14,Processing,32,7892.87,Credit Card
2624,2024-06-16,2024-06-16,On Hold,972,4138.69,PayPal
2625,2024-07-26,2024-07-26,Processing,904,1325.62,PayPal
2626,2024-09-29,2024-09-29,On Hold,78,2622.24,Credit Card
2627,2024-10-09,2024-10-09,On Hold,36,7013.71,Cash
2628,2024-03-08,2024-03-08,Cancelled,232,6973.94,Bank Transfer
2629,2024-07-03,2024-07-03,On Hold,871,6083.34,Bank Transfer
2630,2024-08-17,2024-08-17,Processing,501,4389.48,Cash
2631,2024-05-07,2024-05-07,Processing,324,1812.99,Cash
2632,2024-02-19,2024-02-19,Processing,966,5548.12,Bank Transfer
2633,2024-04-28,2024-04-28,Processing,320,3148.29,PayPal
2634,2024-08-31,2024-08-31,Shipped,441,399.88,Cash
2635,2024-08-29,2024-08-29,Processing,801,6425.25,PayPal
2636,2024-09-14,2024-09-14,Cancelled,897,8820.69,Cash
2637,2024-10-11,2024-10-11,Shipped,360,8805.09,Bank Transfer
2638,2024-10-21,2024-10-21,On Hold,739,8307.49,PayPal
2639,2024-07-25,2024-07-25,Cancelled,21,2693.63,PayPal
2640,2024-03-02,2024-03-02,On Hold,357,3820.13,Cash
2641,2024-02-10,2024-02-10,On Hold,885,1468.73,Credit Card
2642,2024-02-29,2024-02-29,Cancelled,677,4949.81,Cash
2643,2024-03-27,2024-03-27,Shipped,14,3832.87,Credit Card
2644,2024-07-24,2024-07-24,Cancelled,408,4905.86,PayPal
2645,2024-08-21,2024-08-21,On Hold,933,5616.52,Bank Transfer
2646,2024-02-20,2024-02-20,Cancelled,315,2329.5,Credit Card
2647,2024-11-21,2024-11-21,Processing,127,8782.56,Cash
2648,2024-07-31,2024-07-31,Processing,834,223.19,Bank Transfer
2649,2024-08-30,2024-08-30,Cancelled,340,4334.61,Bank Transfer
2650,2024-01-12,2024-01-12,On Hold,250,5317.05,Bank Transfer
2651,2024-02-16,2024-02-16,Processing,461,6445.48,Cash
2652,2024-08-03,2024-08-03,On Hold,681,4558.88,Credit Card
2653,2024-10-31,2024-10-31,On Hold,891,9885.82,Bank Transfer
2654,2024-04-21,2024-04-21,Processing,699,9172.61,Credit Card
2655,2024-11-09,2024-11-09,Cancelled,517,6009.31,Bank Transfer
2656,2024-03-15,2024-03-15,On Hold,504,3053.51,Credit Card
2657,2024-10-16,2024-10-16,On Hold,699,2924.12,PayPal
2658,2024-03-02,2024-03-02,On Hold,771,1599.31,Credit Card
2659,2024-10-06,2024-10-06,Processing,634,2551.48,Cash
2660,2024-08-07,2024-08-07,On Hold,790,3425.91,PayPal
2661,2024-01-02,2024-01-02,Shipped,333,3234.31,Cash
2662,2024-02-03,2024-02-03,On Hold,285,4645.73,Bank Transfer
2663,2024-09-18,2024-09-18,Processing,871,9094.25,Bank Transfer
2664,2024-04-03,2024-04-03,Cancelled,792,5753.12,PayPal
2665,2024-09-20,2024-09-20,Processing,877,9612.07,Credit Card
2666,2024-03-25,2024-03-25,On Hold,505,3772.53,PayPal
2667,2024-05-21,2024-05-21,Shipped,292,8916.03,Cash
2668,2024-05-20,2024-05-20,Shipped,918,3942.93,PayPal
2669,2024-05-04,2024-05-04,Shipped,412,4589.12,Credit Card
2670,2024-08-20,2024-08-20,Processing,11,4475.84,PayPal
2671,2024-08-22,2024-08-22,Processing,920,9198.13,PayPal
2672,2024-07-21,2024-07-21,Processing,111,7953.73,PayPal
2673,2024-10-03,2024-10-03,Shipped,912,7632.31,Credit Card
2674,2024-02-04,2024-02-04,Shipped,377,9227.55,PayPal
2675,2024-06-25,2024-06-25,Processing,725,4122.11,Cash
2676,2024-05-17,2024-05-17,Shipped,731,3657.98,Cash
2677,2024-02-09,2024-02-09,Processing,284,3674.92,PayPal
2678,2024-05-18,2024-05-18,Cancelled,508,8443.01,Credit Card
2679,2024-07-11,2024-07-11,Cancelled,57,6668.37,Credit Card
2680,2024-06-29,2024-06-29,Shipped,275,7477.4,Bank Transfer
2681,2024-02-26,2024-02-26,On Hold,279,2635.18,Cash
2682,2024-05-12,2024-05-12,Cancelled,845,7262.22,Cash
2683,2024-02-16,2024-02-16,On Hold,24,2338.32,PayPal
2684,2024-06-15,2024-06-15,Shipped,584,5066.33,Credit Card
2685,2024-01-12,2024-01-12,Cancelled,574,9949.43,Cash
2686,2024-07-08,2024-07-08,On Hold,165,2068.72,Cash
2687,2024-11-09,2024-11-09,Processing,721,1801.67,Bank Transfer
2688,2024-05-02,2024-05-02,Shipped,605,1305.09,Bank Transfer
2689,2024-04-10,2024-04-10,Cancelled,226,4404.27,Bank Transfer
2690,2024-11-16,2024-11-16,Processing,236,9469.82,Bank Transfer
2691,2024-05-12,2024-05-12,Cancelled,243,5905.19,Cash
2692,2024-03-23,2024-03-23,Cancelled,424,273.82,PayPal
2693,2024-06-07,2024-06-07,Shipped,744,5439.71,PayPal
2694,2024-07-09,2024-07-09,Processing,910,8541.64,Credit Card
2695,2024-11-02,2024-11-02,On Hold,212,2763.92,Credit Card
2696,2024-11-13,2024-11-13,Shipped,522,9982.18,Credit Card
2697,2024-05-12,2024-05-12,Cancelled,518,6606.22,PayPal
2698,2024-02-23,2024-02-23,Processing,279,7157.3,Credit Card
2699,2024-10-26,2024-10-26,On Hold,423,899.52,PayPal
2700,2024-03-02,2024-03-02,On Hold,488,1053.86,PayPal
2701,2024-10-03,2024-10-03,Shipped,945,3551.2,Credit Card
2702,2024-10-28,2024-10-28,Cancelled,897,8077.31,Cash
2703,2024-10-21,2024-10-21,Processing,860,2777.93,Bank Transfer
2704,2024-06-04,2024-06-04,Processing,565,8679.47,PayPal
2705,2024-11-15,2024-11-15,Cancelled,128,1617.9,PayPal
2706,2024-08-14,2024-08-14,On Hold,481,3590.98,Bank Transfer
2707,2024-03-04,2024-03-04,Cancelled,89,7816.99,Credit Card
2708,2024-02-25,2024-02-25,Cancelled,324,6491.16,Credit Card
2709,2024-08-18,2024-08-18,Shipped,752,1409.63,Cash
2710,2024-06-07,2024-06-07,Processing,68,3094.34,Bank Transfer
2711,2024-11-26,2024-11-26,Processing,769,2201.88,Bank Transfer
2712,2024-05-26,2024-05-26,Processing,570,6262.99,Bank Transfer
2713,2024-06-11,2024-06-11,Shipped,263,7827.04,Bank Transfer
2714,2024-07-30,2024-07-30,On Hold,141,9129.65,PayPal
2715,2024-07-07,2024-07-07,Shipped,797,9046.43,PayPal
2716,2024-10-04,2024-10-04,Shipped,90,6228.67,Cash
2717,2024-03-07,2024-03-07,Shipped,200,3217.78,Credit Card
2718,2024-08-14,2024-08-14,Cancelled,297,4077.71,Bank Transfer
2719,2024-04-30,2024-04-30,Cancelled,984,4603.53,Bank Transfer
2720,2024-01-09,2024-01-09,Shipped,664,6775.92,PayPal
2721,2024-03-17,2024-03-17,On Hold,323,4937.74,Cash
2722,2024-02-28,2024-02-28,Processing,113,2186.27,Bank Transfer
2723,2024-07-28,2024-07-28,Processing,806,4173.16,Cash
2724,2024-06-23,2024-06-23,Cancelled,647,174.77,Cash
2725,2024-06-26,2024-06-26,On Hold,713,6268.74,Bank Transfer
2726,2024-06-17,2024-06-17,On Hold,134,101.29,Bank Transfer
2727,2024-06-22,2024-06-22,Processing,344,3005.79,Bank Transfer
2728,2024-09-04,2024-09-04,Cancelled,492,308.98,Credit Card
2729,2024-02-23,2024-02-23,On Hold,138,9004.78,Credit Card
2730,2024-04-23,2024-04-23,Processing,555,8843.23,Bank Transfer
2731,2024-04-14,2024-04-14,On Hold,227,646.85,Cash
2732,2024-06-28,2024-06-28,Cancelled,794,9180.96,PayPal
